"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Gypsy149-LTR_DR:Gypsy:LTR",9.29391675676971,-0.817634618055021,0.474908830658286,-1.72166648685322,0.0851299515408392,0.315042959351865
"Gypsy150-I_DR:Gypsy:LTR",83.3210045706928,0.296202750853183,0.242787399580911,1.22000874577706,0.222461559508947,0.49430622983717
"Gypsy151-I_DR:Gypsy:LTR",16.1542606262826,-1.78293552293882,0.482803760951495,-3.69287828128154,0.000221730165000621,0.0235680127672742
"Gypsy151-LTR_DR:Gypsy:LTR",2.26620175420378,-0.984454969955405,0.979788686299642,-1.00476254086316,0.315011205246249,0.579579781052766
"Gypsy152-I_DR:Gypsy:LTR",75.3754850206851,0.964781167036072,0.508505914125038,1.89728602998871,0.0577901977544751,0.262442315841899
"Gypsy152-LTR_DR:Gypsy:LTR",50.6693567414621,-0.213028438387036,0.387092333905778,-0.550329778524855,0.582093203055379,0.798704340863538
"Gypsy153-I_DR:Gypsy:LTR",17.6824182276898,-0.397952878128296,0.534590170483466,-0.744407398602935,0.456630044324207,0.698155399831627
"Gypsy153-LTR_DR:Gypsy:LTR",0.948234488118954,-0.920394272524675,1.17931519142922,-0.780448076318972,0.435127179035008,0.683001485358356
"Gypsy154-I_DR:Gypsy:LTR",16.0166011972148,-0.0450926215298451,0.268742232120589,-0.167791348512768,0.866747428891342,0.96125170790847
"Gypsy154-LTR_DR:Gypsy:LTR",3.21173072812083,-1.37123028637906,0.751300294723903,-1.82514275052025,0.0679794903582863,0.287213346763759
"Gypsy155-I_DR:Gypsy:LTR",12.007040030087,-0.186861879576826,0.923965539413462,-0.202239013908946,0.839729874538015,0.951381109253126
"Gypsy155-LTR_DR:Gypsy:LTR",36.7830985905828,-0.635165462005384,0.42028437148658,-1.51127547226834,0.130718280443226,0.369741820799453
"Gypsy156-I_DR:Gypsy:LTR",29.8762389846837,-0.111233644066325,0.375978789018831,-0.295850849343403,0.767343988089247,0.913531619034131
"Gypsy156-LTR_DR:Gypsy:LTR",15.2039844863949,1.29307617419667,0.478785000914089,2.70074495175904,0.00691843702406188,0.0895124428269267
"Gypsy157-I_DR:Gypsy:LTR",17.9658409509202,-0.164043970016235,0.493607715871379,-0.332336721533299,0.739635014351941,0.906800952064427
"Gypsy157-LTR_DR:Gypsy:LTR",2.74488540735305,-0.36939637594472,0.658056357781108,-0.561344589375722,0.574562650086421,0.794765111496031
"Gypsy158-I_DR:Gypsy:LTR",19.5844953866666,-0.541210571876987,0.528236462340582,-1.02456117754332,0.305570290598024,0.569574034313228
"Gypsy158-LTR_DR:Gypsy:LTR",0.965838301791151,-1.02917864854322,1.41637818483979,-0.72662701216316,0.467454476153325,0.707460953461898
"Gypsy159-I_DR:Gypsy:LTR",56.8905103142562,0.294845481025611,0.351265300873841,0.839381175117851,0.40125544414486,0.657685554966836
"Gypsy159-LTR_DR:Gypsy:LTR",12.0555214926916,0.472436033767305,0.428193157672105,1.10332457514204,0.269886238127403,0.539772476254805
"Gypsy160-I_DR:Gypsy:LTR",12.8853061403759,-1.26303578592498,0.34313376082853,-3.68088462900082,0.000232426161412961,0.0235680127672742
"Gypsy160-LTR_DR:Gypsy:LTR",5.74207983620602,-0.26744721064818,0.841815937317397,-0.317702717176453,0.750710449920049,0.908377561120441
"Gypsy161-I_DR:Gypsy:LTR",190.636362754849,-0.251794724100253,0.270147002111097,-0.93206558700475,0.35130263124018,0.614173910478521
